author_type,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,street,house_number,underground
homeowner,Химки,3.0,5.0,1.0,45.6,7500000.0,2014.0,28.3,10.0, Фрунзе,12.0,Сходня
homeowner,Химки,6.0,8.0,1.0,29.9,7000000.0,-1.0,20.0,6.5,Овражная ,12.0,Подрезково
realtor,Химки,11.0,17.0,1.0,44.7,9700000.0,2007.0,22.0,10.0, 8 Марта,9.0,Химки
real_estate_agent,Химки,12.0,17.0,1.0,33.0,7500000.0,-1.0,17.0,7.0, Германа Титова,8.0,Молжаниново
homeowner,Химки,14.0,17.0,1.0,38.0,7480000.0,2019.0,10.0,18.0,проезд Тепличный,8.0,Новоподрезково
realtor,Химки,3.0,18.0,1.0,44.0,7500000.0,2013.0,20.0,12.5,Первомайская ,59.0,Сходня
homeowner,Химки,5.0,10.0,1.0,46.7,6400000.0,2010.0,18.0,16.0, Папанина,12.0,Сходня
realtor,Химки,11.0,18.0,1.0,41.6,7300000.0,-1.0,17.0,12.0,Первомайская ,59.0,Сходня
real_estate_agent,Химки,4.0,7.0,1.0,34.2,7990000.0,-1.0,14.4,8.1,проезд Набережный,12.0,Шереметьевская
realtor,Химки,2.0,10.0,1.0,31.8,7500000.0,2015.0,16.0,8.5, Германа Титова,12.0,Молжаниново
realtor,Химки,6.0,17.0,1.0,40.0,10550000.0,2003.0,20.0,12.5,Юбилейный проспект,12.0,Химки
realtor,Химки,1.0,5.0,1.0,31.7,7650000.0,2019.0,17.0,12.0, Ивановская,12.0,Молжаниново
homeowner,Химки,1.0,17.0,1.0,37.6,7900000.0,1998.0,18.9,8.4, Бабакина,13.0,Сходненская
real_estate_agent,Химки,15.0,17.0,1.0,43.5,7880000.0,2012.0,18.0,11.5,Центральная ,12.0,Подрезково
homeowner,Химки,6.0,9.0,1.0,47.8,6700000.0,2010.0,22.0,14.0, Папанина,12.0,Сходня
real_estate_agent,Химки,12.0,17.0,1.0,43.8,7500000.0,2019.0,20.0,10.0, Микояна,12.0,Сходня
homeowner,Химки,17.0,17.0,1.0,48.0,7950000.0,2019.0,17.3,13.6, Микояна,12.0,Сходня
realtor,Химки,3.0,9.0,1.0,33.4,7650000.0,2014.0,17.3,7.8, Летчика Ивана Федорова,12.0,Шереметьевская
real_estate_agent,Химки,2.0,3.0,1.0,41.3,9700000.0,2012.0,30.0,6.0, Опанасенко,12.0,Химки
realtor,Химки,8.0,17.0,1.0,27.0,6200000.0,-1.0,12.0,7.0,проезд Тепличный,7.0,Сходня
homeowner,Химки,9.0,17.0,1.0,33.0,8150000.0,2019.0,28.3,8.0, Германа Титова,6.0,Химки
real_estate_agent,Химки,8.0,17.0,1.0,42.0,7800000.0,-1.0,20.0,10.0, 1-я Лесная,6.0,Подрезково
real_estate_agent,Химки,4.0,8.0,1.0,39.9,7790000.0,2021.0,28.3,9.0, Генерала Дьяконова,15.0,Шереметьевская
real_estate_agent,Химки,5.0,9.0,1.0,33.6,8000000.0,2013.0,16.0,8.4, Летчика Ивана Федорова,12.0,Шереметьевская
homeowner,Химки,15.0,17.0,1.0,37.6,6000000.0,2020.0,15.6,10.0, Микояна,12.0,Сходня
real_estate_agent,Химки,4.0,8.0,1.0,42.0,9500000.0,2022.0,16.0,11.5, Генерала Дьяконова,6.0,Шереметьевская
real_estate_agent,Химки,16.0,25.0,1.0,42.0,11350000.0,2007.0,18.0,10.0, Панфилова,1.0,Химки
real_estate_agent,Химки,1.0,8.0,1.0,44.2,6000000.0,2023.0,16.0,10.0, Генерала Дьяконова,6.0,Шереметьевская
real_estate_agent,Химки,4.0,18.0,1.0,41.3,6500000.0,2017.0,19.0,12.5,Железнодорожная ,12.0,Сходня
real_estate_agent,Химки,4.0,17.0,1.0,41.3,6500000.0,2014.0,27.3,9.0,Железнодорожная ,12.0,Сходня
realtor,Химки,13.0,26.0,1.0,41.4,9650000.0,2013.0,18.0,10.5,проспект Мельникова,12.0,Планерная
real_estate_agent,Химки,23.0,25.0,1.0,41.8,8900000.0,2011.0,18.0,10.0,Совхозная ,12.0,Левобережная
real_estate_agent,Химки,17.0,25.0,1.0,42.0,9650000.0,2007.0,20.0,10.0, Горшина,1.0,Химки
realtor,Химки,19.0,25.0,1.0,41.5,9550000.0,2012.0,17.6,10.0, Горшина,10.0,Химки
realtor,Химки,11.0,12.0,1.0,35.0,8000000.0,1995.0,19.0,9.0,проспект Мельникова,12.0,Молжаниново
real_estate_agent,Химки,2.0,2.0,1.0,45.3,7350000.0,-1.0,28.3,10.0, Германа Титова,12.0,Химки
realtor,Химки,20.0,27.0,1.0,41.7,9200000.0,-1.0,22.0,12.0, Родионова,5.0,Молжаниново
real_estate_agent,Химки,1.0,9.0,1.0,32.2,7100000.0,2014.0,17.2,10.0,Ленинский проспект,12.0,Химки
unknown,Химки,7.0,9.0,1.0,40.0,6600000.0,2015.0,28.3,8.0,Овражная ,4.0,Сходня
real_estate_agent,Химки,9.0,9.0,1.0,42.0,9500000.0,2012.0,18.0,15.0,Ленинский проспект,12.0,Химки
realtor,Химки,22.0,27.0,1.0,40.0,11000000.0,2016.0,18.0,11.0,Молодежная ,78.0,Молжаниново
real_estate_agent,Химки,1.0,17.0,1.0,45.0,7800000.0,2012.0,13.0,11.0,тупик 2-й Мичуринский,12.0,Сходня
real_estate_agent,Химки,12.0,17.0,1.0,40.0,9500000.0,-1.0,19.5,8.5, Бабакина,12.0,Химки
realtor,Химки,15.0,16.0,1.0,34.8,6200000.0,1994.0,18.0,10.0,тупик 2-й Мичуринский,6.0,Сходня
realtor,Химки,14.0,25.0,1.0,41.6,9990000.0,2017.0,18.0,11.0, Родионова,12.0,Молжаниново
real_estate_agent,Химки,5.0,8.0,1.0,34.0,6900000.0,2023.0,17.0,9.0, Генерала Дьяконова,5.0,Шереметьевская
realtor,Химки,3.0,26.0,1.0,41.9,10600000.0,2017.0,16.1,14.4,9 Мая ,12.0,Молжаниново
real_estate_agent,Химки,13.0,17.0,1.0,33.3,7900000.0,2016.0,16.0,8.4, Германа Титова,12.0,Химки
homeowner,Химки,15.0,18.0,1.0,29.8,8000000.0,2020.0,19.0,10.8, Имени К.И. Вороницына,12.0,Химки
real_estate_agent,Химки,10.0,26.0,1.0,38.0,9500000.0,2017.0,14.0,12.0,9 Мая ,12.0,Молжаниново
realtor,Химки,16.0,25.0,1.0,41.8,10000000.0,2007.0,24.0,12.0, Горшина,1.0,Химки
real_estate_agent,Химки,9.0,18.0,1.0,33.0,8150000.0,2019.0,19.0,8.0, Германа Титова,6.0,Химки
real_estate_agent,Химки,19.0,24.0,1.0,50.3,10400000.0,-1.0,28.3,9.6, Академика Грушина,4.0,Химки
real_estate_agent,Химки,17.0,17.0,1.0,36.06,6700000.0,2020.0,16.7,9.2, Микояна,12.0,Сходня
homeowner,Химки,3.0,8.0,1.0,31.3,8000000.0,2013.0,28.3,10.0,проезд Набережный,6.0,Шереметьевская
unknown,Химки,11.0,17.0,1.0,43.0,7500000.0,2017.0,16.0,15.0, 1-я Лесная,12.0,Новоподрезково
realtor,Химки,2.0,8.0,1.0,39.5,7200000.0,2022.0,18.0,11.0, Генерала Дьяконова,4.0,Шереметьевская
homeowner,Химки,6.0,19.0,1.0,44.19,8000000.0,-1.0,20.6,9.5, 1-я Лесная,6.0,Подрезково
real_estate_agent,Химки,1.0,17.0,1.0,36.7,6700000.0,2014.0,18.9,9.3, 1-я Лесная,4.0,Подрезково
real_estate_agent,Химки,16.0,17.0,1.0,32.8,8400000.0,-1.0,14.0,8.1, Германа Титова,8.0,Молжаниново
real_estate_agent,Химки,12.0,17.0,1.0,41.2,8100000.0,2018.0,20.0,10.0, Германа Титова,8.0,Молжаниново
real_estate_agent,Химки,8.0,19.0,1.0,44.0,8000000.0,-1.0,28.3,13.0,переулок 2-й Чапаевский,10.0,Сходня
realtor,Химки,11.0,12.0,1.0,40.7,8000000.0,2016.0,18.0,9.0, Родионова,7.0,Молжаниново
real_estate_agent,Химки,18.0,25.0,1.0,42.1,8000000.0,2011.0,18.0,10.0,проспект Мельникова,25.0,Молжаниново
unknown,Химки,1.0,17.0,1.0,42.2,8018000.0,2020.0,17.2,9.0, Микояна,12.0,Сходня
homeowner,Химки,14.0,27.0,1.0,37.9,8000000.0,2005.0,20.7,10.2,Молодежная ,50.0,Молжаниново
unknown,Химки,8.0,25.0,1.0,41.6,8000000.0,2007.0,18.0,10.0, Панфилова,1.0,Химки
homeowner,Химки,3.0,3.0,1.0,43.3,8000000.0,-1.0,21.3,11.0, Ивановская,12.0,Планерная
homeowner,Химки,22.0,22.0,1.0,40.0,8100000.0,2006.0,20.0,10.5,Молодежная ,52.0,Молжаниново
real_estate_agent,Химки,9.0,18.0,1.0,33.0,8150000.0,2019.0,19.0,7.0, Германа Титова,6.0,Химки
real_estate_agent,Химки,12.0,17.0,1.0,38.1,8200000.0,-1.0,19.0,8.0, Панфилова,16.0,Сходненская
real_estate_agent,Химки,23.0,25.0,1.0,38.1,8299999.0,2009.0,17.8,10.4,Молодежная ,76.0,Молжаниново
real_estate_agent,Химки,14.0,17.0,1.0,30.7,8300000.0,2018.0,15.0,9.0, Германа Титова,12.0,Химки
real_estate_agent,Химки,2.0,23.0,1.0,42.2,8350000.0,2015.0,20.0,10.0, Академика Грушина,8.0,Химки
homeowner,Химки,11.0,24.0,1.0,43.8,8350000.0,2012.0,18.8,10.2,Совхозная ,14.0,Левобережная
realtor,Химки,22.0,25.0,1.0,41.7,8300000.0,-1.0,17.4,10.5, Горшина,8.0,Химки
homeowner,Химки,1.0,5.0,1.0,33.0,8380000.0,2019.0,28.3,10.0, Ивановская,12.0,Молжаниново
homeowner,Химки,12.0,16.0,1.0,44.0,8300000.0,-1.0,28.3,10.0,Первомайская ,12.0,Сходня
realtor,Химки,15.0,25.0,1.0,41.8,8300000.0,2008.0,18.0,12.0,Молодежная ,70.0,Молжаниново
real_estate_agent,Химки,3.0,5.0,1.0,38.6,8400000.0,2020.0,15.3,11.0, Ивановская,12.0,Молжаниново
unknown,Химки,3.0,27.0,1.0,40.8,8400000.0,2016.0,14.2,10.4,Молодежная ,12.0,Молжаниново
unknown,Химки,12.0,23.0,1.0,42.0,8400000.0,2016.0,19.0,9.0, Родионова,5.0,Молжаниново
homeowner,Химки,18.0,25.0,1.0,41.9,8490000.0,2008.0,17.8,10.4,Молодежная ,76.0,Молжаниново
realtor,Химки,21.0,25.0,1.0,41.4,8500000.0,2008.0,17.8,10.0,Молодежная ,74.0,Молжаниново
real_estate_agent,Химки,14.0,14.0,1.0,32.3,8500000.0,2017.0,15.0,9.0, Германа Титова,12.0,Химки
unknown,Химки,18.0,25.0,1.0,43.0,8500000.0,2009.0,18.0,10.0, Горшина,8.0,Химки
homeowner,Химки,15.0,17.0,1.0,37.0,8500000.0,2016.0,28.3,10.0, Германа Титова,12.0,Химки
homeowner,Химки,19.0,25.0,1.0,42.0,8500000.0,2007.0,18.0,10.0, Горшина,1.0,Химки
homeowner,Химки,10.0,17.0,1.0,38.0,8500000.0,2003.0,19.5,8.0, Марии Рубцовой,7.0,Молжаниново
real_estate_agent,Химки,10.0,17.0,1.0,38.0,8600000.0,2003.0,28.3,8.0, Марии Рубцовой,7.0,Молжаниново
real_estate_agent,Химки,3.0,25.0,1.0,34.0,8600000.0,2017.0,19.0,10.0,Совхозная ,12.0,Левобережная
real_estate_agent,Химки,1.0,8.0,1.0,55.6,8600000.0,2011.0,11.5,26.0, Береговая,3.0,Химки
real_estate_agent,Химки,20.0,25.0,1.0,42.1,8600000.0,2007.0,17.8,10.0, Горшина,2.0,Химки
real_estate_agent,Химки,1.0,27.0,1.0,42.8,8600000.0,-1.0,17.5,9.9,Совхозная ,12.0,Левобережная
realtor,Химки,13.0,27.0,1.0,42.0,8600000.0,2016.0,15.0,11.0,Молодежная ,12.0,Молжаниново
homeowner,Химки,16.0,17.0,1.0,31.0,8600000.0,2019.0,15.0,8.0, Германа Титова,8.0,Молжаниново
homeowner,Химки,16.0,24.0,1.0,41.6,8600000.0,2012.0,20.0,10.0,проспект Мельникова,12.0,Молжаниново
homeowner,Химки,3.0,25.0,1.0,34.0,8600000.0,2017.0,21.0,11.0,Совхозная ,12.0,Левобережная
homeowner,Химки,5.0,5.0,1.0,37.9,8550000.0,2020.0,28.3,10.0, Ивановская,12.0,Молжаниново
real_estate_agent,Химки,9.0,17.0,1.0,36.3,8700000.0,2016.0,18.0,8.7, Германа Титова,12.0,Химки
real_estate_agent,Химки,2.0,8.0,1.0,55.0,8700000.0,2014.0,30.0,18.0, Береговая,12.0,Химки
realtor,Химки,11.0,25.0,1.0,37.8,8700000.0,2007.0,18.0,10.0,Совхозная ,3.0,Левобережная
realtor,Химки,18.0,23.0,1.0,42.3,8690000.0,-1.0,18.0,10.5,Молодежная ,50.0,Молжаниново
realtor,Химки,3.0,26.0,1.0,40.0,8700000.0,2017.0,19.4,9.4, Родионова,12.0,Молжаниново
real_estate_agent,Химки,18.0,23.0,1.0,43.7,8700000.0,-1.0,18.4,10.5, Горшина,12.0,Химки
unknown,Химки,7.0,25.0,1.0,41.1,8700000.0,2014.0,17.7,10.1,Совхозная ,18.0,Левобережная
homeowner,Химки,1.0,8.0,1.0,41.1,8700000.0,2013.0,28.3,14.0,Ленинский проспект,12.0,Химки
real_estate_agent,Химки,9.0,25.0,1.0,41.8,8799000.0,2007.0,21.0,11.0,Молодежная ,60.0,Молжаниново
realtor,Химки,12.0,12.0,1.0,43.9,8800000.0,2014.0,18.0,11.0, 1-я Лесная,2.0,Подрезково
real_estate_agent,Химки,5.0,17.0,1.0,42.6,8800000.0,2017.0,19.6,18.0, Германа Титова,10.0,Молжаниново
realtor,Химки,13.0,18.0,1.0,46.3,8800000.0,2005.0,20.7,10.9, Академика Грушина,12.0,Химки
real_estate_agent,Химки,3.0,4.0,1.0,43.2,8800000.0,2015.0,23.0,11.0, Ивановская,12.0,Молжаниново
realtor,Химки,5.0,23.0,1.0,42.5,8850000.0,2011.0,20.0,10.0,проспект Мельникова,31.0,Молжаниново
homeowner,Химки,9.0,25.0,1.0,42.0,8800000.0,2008.0,21.0,11.0,Молодежная ,60.0,Молжаниново
homeowner,Химки,5.0,27.0,1.0,43.7,8800000.0,2014.0,28.3,10.0,проспект Мельникова,12.0,Молжаниново
homeowner,Химки,13.0,18.0,1.0,41.0,8800000.0,2005.0,28.3,10.0, Академика Грушина,12.0,Химки
realtor,Химки,16.0,25.0,1.0,38.3,8990000.0,2006.0,19.9,10.5,Молодежная ,52.0,Молжаниново
realtor,Химки,2.0,6.0,1.0,40.0,8950000.0,2020.0,18.0,16.0, Ивановская,12.0,Молжаниново
realtor,Химки,3.0,23.0,1.0,41.9,8995000.0,2011.0,18.0,10.0,проспект Мельникова,25.0,Молжаниново
real_estate_agent,Химки,17.0,25.0,1.0,37.3,8900000.0,2016.0,18.5,9.5,9 Мая ,12.0,Молжаниново
unknown,Химки,8.0,22.0,1.0,42.0,8950000.0,-1.0,17.7,10.3,проезд Молодежный,6.0,Молжаниново
unknown,Химки,10.0,25.0,1.0,42.0,8900000.0,2007.0,24.0,11.0, Панфилова,1.0,Химки
homeowner,Химки,1.0,5.0,1.0,38.2,8900000.0,2016.0,15.0,15.0, Озерная,8.0,Химки
homeowner,Химки,2.0,9.0,1.0,44.0,8970000.0,2017.0,33.0,6.0, Германа Титова,12.0,Химки
homeowner,Химки,10.0,10.0,1.0,51.3,8950000.0,2014.0,20.6,17.4, Папанина,12.0,Сходня
real_estate_agent,Химки,23.0,25.0,1.0,40.0,9000000.0,-1.0,20.0,10.5,проезд Молодежный,6.0,Молжаниново
realtor,Химки,6.0,25.0,1.0,47.0,9000000.0,2010.0,20.0,14.0,Совхозная ,9.0,Левобережная
unknown,Химки,25.0,25.0,1.0,40.0,9000000.0,2007.0,17.8,10.0,Совхозная ,3.0,Левобережная
realtor,Химки,7.0,10.0,1.0,42.0,9000000.0,-1.0,20.0,9.0,проспект Мельникова,12.0,Молжаниново
homeowner,Химки,9.0,15.0,1.0,34.9,9000000.0,2018.0,9.0,17.0, Германа Титова,12.0,Химки
homeowner,Химки,12.0,20.0,1.0,40.0,9000000.0,2020.0,16.7,10.5,Ленинский проспект,24.0,Химки
homeowner,Химки,17.0,17.0,1.0,30.3,9000000.0,2019.0,14.7,8.6, Имени К.И. Вороницына,12.0,Химки
real_estate_agent,Химки,15.0,23.0,1.0,42.8,9200000.0,2007.0,28.3,10.0, Горшина,12.0,Химки
real_estate_agent,Химки,17.0,25.0,1.0,41.7,9200000.0,2011.0,18.0,10.0,Совхозная ,12.0,Левобережная
realtor,Химки,8.0,12.0,1.0,35.0,9200000.0,2010.0,26.0,5.5, Энгельса,27.0,Химки
realtor,Химки,8.0,10.0,1.0,41.3,9200000.0,2013.0,28.3,10.0,Ленинский проспект,12.0,Химки
unknown,Химки,9.0,16.0,1.0,41.8,9200000.0,-1.0,17.7,10.4,Молодежная ,70.0,Молжаниново
real_estate_agent,Химки,15.0,24.0,1.0,46.0,9300000.0,2011.0,21.0,11.0,проспект Мельникова,29.0,Молжаниново
homeowner,Химки,4.0,17.0,1.0,38.0,9250000.0,-1.0,16.0,9.3, Германа Титова,8.0,Беломорская
homeowner,Химки,2.0,9.0,1.0,55.5,9400000.0,2014.0,23.0,12.0, Береговая,5.0,Шереметьевская
homeowner,Химки,3.0,4.0,1.0,45.5,9400000.0,2018.0,22.0,14.8, Ивановская,12.0,Молжаниново
homeowner,Химки,3.0,22.0,1.0,43.8,9400000.0,2015.0,28.3,10.0, Академика Грушина,8.0,Химки
homeowner,Химки,8.0,17.0,1.0,38.0,9400000.0,1999.0,20.0,9.0,Молодежная ,1.0,Планерная
real_estate_agent,Химки,19.0,25.0,1.0,43.2,9500000.0,2007.0,16.0,6.0,Совхозная ,3.0,Левобережная
real_estate_agent,Химки,2.0,17.0,1.0,38.0,9500000.0,2007.0,28.3,8.0, Панфилова,16.0,Сходненская
real_estate_agent,Химки,4.0,7.0,1.0,47.9,9500000.0,2016.0,18.8,14.9, Германа Титова,12.0,Химки
realtor,Химки,9.0,25.0,1.0,45.2,9500000.0,2016.0,18.1,17.7,Молодежная ,78.0,Молжаниново
homeowner,Химки,15.0,25.0,1.0,42.0,9500000.0,2007.0,17.0,10.4, Горшина,2.0,Химки
